movie|"""Directed"""|link|"""Screenplay"""|"""Starring"""|"""Produced"""|'Cinematography'|'Edited'|'Distributed'|'Language'|'Music'|'Country'|'Box office'|'Budget'|'Production company'|'Running time'
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty||||||||Lele Marchitelli|||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty||||||Medusa Film (Italy)|||||||
Mr Hublot||https://en.wikipedia.org/wiki/Mr_Hublot||||||||François Rousselot|||||
Mr Hublot||https://en.wikipedia.org/wiki/Mr_Hublot|||||||||Luxembourg/France||||
Frozen||https://en.wikipedia.org/wiki/Frozen_(2013_film)|||||||English||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)|||Ben Affleck||||||||||
20 Feet from Stardom||https://en.wikipedia.org/wiki/20_Feet_from_Stardom||||||||||$5.8 million|||
Helium||https://en.wikipedia.org/wiki/Helium_(film)|||||||||Denmark||||
Helium||https://en.wikipedia.org/wiki/Helium_(film)|||||||Danish||||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty||||||Pathé Distribution|||||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty|||||||Italian||||||
Les Misérables|Tom Hooper|https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||||||||||||
Frozen||https://en.wikipedia.org/wiki/Frozen_(2013_film)|||||||||||$150 million||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)|||George Clooney||||||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)|||Grant Heslov||||||||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty|||||||Japanese||||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty|||||||Spanish||||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty|||||||Chinese||||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty|||||||||||€9.2 million||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|William Nicholson||||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|Alain Boublil||||||||||||
Frozen||https://en.wikipedia.org/wiki/Frozen_(2013_film)||||||||||$1.280 billion|||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)||||Rodrigo Prieto|||||||||
The Great Beauty||https://en.wikipedia.org/wiki/The_Great_Beauty||||||||||$24.2 million|||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|Claude-Michel Schönberg||||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|Herbert Kretzmer||||||||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)|||||William Goldenberg||||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)||||||||Alexandre Desplat|||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Hugh Jackman|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Russell Crowe|||||||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)||||||Warner Bros. Pictures|||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Anne Hathaway|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Amanda Seyfried|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Eddie Redmayne|||||||||||
Anna Karenina|Joe Wright|https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|||||||||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)|||||||||United States||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Helena Bonham Carter|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Sacha Baron Cohen|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Aaron Tveit|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|Tom Stoppard||||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Keira Knightley|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Jude Law|||||||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)|||||||English||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)|||||||||||$44.5 million||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Samantha Barks|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Isabelle Allen|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Daniel Huttlestone|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Aaron Johnson|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Kelly Macdonald|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Matthew Macfadyen|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Domhnall Gleeson|||||||||||
Argo||https://en.wikipedia.org/wiki/Argo_(2012_film)||||||||||$232.3 million|||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||Colm Wilkinson|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||Tim Bevan||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Ruth Wilson|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Alicia Vikander|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Olivia Williams|||||||||||
Amour|Michael Haneke|https://en.wikipedia.org/wiki/Amour_(2012_film)|||||||||||||
Zero Dark Thirty|Kathryn Bigelow|https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||Eric Fellner||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||Debra Hayward||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||Cameron Mackintosh||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||Emily Watson|||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|||Tim Bevan||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|||Eric Fellner||||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|||Paul Webster||||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||Jean-Louis Trintignant|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||Jessica Chastain|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||Jason Clarke|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||||Danny Cohen|||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||||Melanie Oliver||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||||Seamus McGarvey|||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|||||Melanie Ann Oliver||||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||||||||Dario Marianelli|||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||Emmanuelle Riva|||||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||Isabelle Huppert|||||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||Margaret Ménégoz||||||||||
Brave|Mark Andrews|https://en.wikipedia.org/wiki/Brave_(2012_film)|||||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||Joel Edgerton|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||Jennifer Ehle|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||Mark Strong|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||||Chris Dickens||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||||||||Claude-Michel Schönberg|||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||||||Universal Pictures|||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||||||Universal Pictures|||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||||||Focus Features|||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|||||||English||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||Stefan Arndt||||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||Veit Heiduschka||||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||Michael Katz||||||||||
Brave|Brenda Chapman|https://en.wikipedia.org/wiki/Brave_(2012_film)|||||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|Mark Andrews||||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|Steve Purcell||||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||Kyle Chandler|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||Édgar Ramírez|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||James Gandolfini|||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||||||English||||||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)|||||||||||$40.6 million||
Anna Karenina||https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)||||||||||$68.9 million|||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||||Darius Khondji|||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|Brenda Chapman||||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|Irene Mecchi||||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||Kelly Macdonald|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||Kathryn Bigelow||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||Mark Boal||||||||||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)|||||||||||$61||
Les Misérables||https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)||||||||||$441.8|||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||||Monika Willi||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||||Nadine Muse||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||||||Les Films du Losange |||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||Emma Thompson|||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||Billy Connolly|||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||Julie Walters|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||Megan Ellison||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||||Greig Fraser|||||||||
The Descendants|Alexander Payne|https://en.wikipedia.org/wiki/The_Descendants|||||||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||||||X-Verleih |||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||||||Filmladen |||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||||||French||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||Robbie Coltrane|||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||Kevin McKidd|||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||Craig Ferguson|||||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||||Dylan Tichenor||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||||William Goldenberg||||||||
The Iron Lady|Phyllida Lloyd|https://en.wikipedia.org/wiki/The_Iron_Lady_(film)|||||||||||||
Hugo|Martin Scorsese|https://en.wikipedia.org/wiki/Hugo_(film)|||||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|Alexander Payne||||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|Nat Faxon||||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|Jim Rash||||||||||||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)|||||||||||$||
Amour||https://en.wikipedia.org/wiki/Amour_(2012_film)||||||||||$29.9 million|||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|||Katherine Sarafian||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||||Robert Anderson |||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||||||||Alexandre Desplat|||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||||||Sony Pictures Releasing|||||||
The Artist|Michel Hazanavicius|https://en.wikipedia.org/wiki/The_Artist_(film)|||||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Meryl Streep|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Jim Broadbent|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Olivia Colman|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Roger Allam|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)|John Logan||||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)||Ben Kingsley|||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants||George Clooney|||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants||Shailene Woodley|||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants||Beau Bridges|||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants||Judy Greer|||||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||||Danielle Feinberg|||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|||||Nicholas C. Smith||||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||||||Panorama Media|||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||||||||United States||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Jean Dujardin|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Bérénice Bejo|||||||||||
Curfew|Shawn Christensen|https://en.wikipedia.org/wiki/Curfew_(2012_film)|||||||||||||
Curfew||https://en.wikipedia.org/wiki/Curfew_(2012_film)||Fátima Ptacek|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Susan Brown|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Nick Dunning|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Nicholas Farrell|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Iain Glen|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)||Sacha Baron Cohen|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)||Asa Butterfield|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)||Chloë Grace Moretz|||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|||Jim Burke||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|||Alexander Payne||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|||Jim Taylor||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants||||Phedon Papamichael|||||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||||||||Patrick Doyle|||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||||||Walt Disney Studios|||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||||||English||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty|||||||||||$40–52.5 million||
Midnight in Paris|Woody Allen|https://en.wikipedia.org/wiki/Midnight_in_Paris|||||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||James Cromwell|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Penelope Ann Miller|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Malcolm McDowell|||||||||||
Curfew||https://en.wikipedia.org/wiki/Curfew_(2012_film)|||Damon Russell||||||||||
Curfew||https://en.wikipedia.org/wiki/Curfew_(2012_film)||||Daniel Katz|||||||||
Curfew||https://en.wikipedia.org/wiki/Curfew_(2012_film)|||||Shawn Christensen||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Richard E. Grant|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Anthony Head|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Harry Lloyd|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Michael Maloney|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)||Ray Winstone|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)||Emily Mortimer|||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|||||Kevin Tent||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants||||||Fox Searchlight Pictures|||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|||||||||United States||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|||||||English||||||
Zero Dark Thirty||https://en.wikipedia.org/wiki/Zero_Dark_Thirty||||||||||$132.8 million|||
Midnight in Paris||https://en.wikipedia.org/wiki/Midnight_in_Paris||Kathy Bates|||||||||||
Midnight in Paris||https://en.wikipedia.org/wiki/Midnight_in_Paris||Adrien Brody|||||||||||
Midnight in Paris||https://en.wikipedia.org/wiki/Midnight_in_Paris||Carla Bruni|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Missi Pyle|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Beth Grant|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Ed Lauter|||||||||||
Curfew||https://en.wikipedia.org/wiki/Curfew_(2012_film)||||||||Darren Morze|||||
Curfew||https://en.wikipedia.org/wiki/Curfew_(2012_film)|||||||||United States||||
Curfew||https://en.wikipedia.org/wiki/Curfew_(2012_film)|||||||English||||||
The Girl with the Dragon Tattoo|David Fincher|https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film)|||||||||||||
A Separation|Asghar Farhadi|https://en.wikipedia.org/wiki/A_Separation|||||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Michael Pennington|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Alexandra Roach|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Amanda Root|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Pip Torrens|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Julian Wadham|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)||Jude Law|||||||||||
Hugo||https://en.wikipedia.org/wiki/Hugo_(film)|||Graham King||||||||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|||||||||United States||||
The Descendants||https://en.wikipedia.org/wiki/The_Descendants|||||||English||||||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)|||||||||||$185 million||
Brave||https://en.wikipedia.org/wiki/Brave_(2012_film)||||||||||$540.4 million|||
The Help|Tate Taylor|https://en.wikipedia.org/wiki/The_Help_(film)|||||||||||||
The Shore|Terry George|https://en.wikipedia.org/wiki/The_Shore_(2011_film)|||||||||||||
Midnight in Paris||https://en.wikipedia.org/wiki/Midnight_in_Paris||Marion Cotillard|||||||||||
Midnight in Paris||https://en.wikipedia.org/wiki/Midnight_in_Paris||Rachel McAdams|||||||||||
Midnight in Paris||https://en.wikipedia.org/wiki/Midnight_in_Paris||Michael Sheen|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Joel Murray|||||||||||
The Artist||https://en.wikipedia.org/wiki/The_Artist_(film)||Ken Davitian|||||||||||
The Girl with the Dragon Tattoo||https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film)|Steven Zaillian||||||||||||
The Girl with the Dragon Tattoo||https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film)||Daniel Craig|||||||||||
A Separation||https://en.wikipedia.org/wiki/A_Separation||Leila Hatami|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||David Westhead|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)||Angus Wright|||||||||||
The Iron Lady||https://en.wikipedia.org/wiki/The_Iron_Lady_(film)|||Damian Jones||||||||||
